1998-01-31;80.95994084
1998-02-28;83.90097434
1998-03-31;67.86052652
1998-04-30;47.0175816
1998-05-31;60.13514151
1998-06-30;85.35442508
1998-07-31;92.83360282
1998-08-31;132.2756937
1998-09-30;136.5491961
1998-10-31;149.6314125
1998-11-30;88.83730476
1998-12-31;86.57640565
1999-01-31;57.91408932
1999-02-28;85.64400754
1999-03-31;81.53706235
1999-04-30;108.1387454
1999-05-31;117.5853196
1999-06-30;112.0497532
1999-07-31;82.17018044
1999-08-31;87.84252017
1999-09-30;96.36029694
1999-10-31;81.41807645
1999-11-30;58.11319962
1999-12-31;70.0312372
2000-01-31;83.62772729
2000-02-29;72.91782749
2000-03-31;74.48791967
2000-04-30;90.26221439
2000-05-31;84.30068971
2000-06-30;61.09165767
2000-07-31;38.66615906
2000-08-31;59.85161073
2000-09-30;77.43680753
2000-10-31;84.78853006
2000-11-30;94.12256232
2000-12-31;54.06617888
2001-01-31;76.94478576
2001-02-28;55.31701394
2001-03-31;90.99429124
2001-04-30;99.25284934
2001-05-31;80.91922507
2001-06-30;96.252575
2001-07-31;102.8989078
2001-08-31;90.71564563
2001-09-30;151.0089142
2001-10-31;125.7605947
2001-11-30;91.54487059
2001-12-31;71.9411609
2002-01-31;70.01453796
2002-02-28;93.43654063
2002-03-31;91.49972183
2002-04-30;118.4712689
2002-05-31;89.89459133
2002-06-30;109.7649767
2002-07-31;106.3285581
2002-08-31;110.5428505
2002-09-30;145.1863716
2002-10-31;117.5615469
2002-11-30;103.6210158
2002-12-31;113.3889201
2003-01-31;113.9889456
2003-02-28;142.3209709
2003-03-31;179.1249287
2003-04-30;138.0506926
2003-05-31;135.2417665
2003-06-30;80.74967511
2003-07-31;78.58704288
2003-08-31;78.94314776
2003-09-30;107.0609543
2003-10-31;91.10837929
2003-11-30;110.1547882
2003-12-31;93.88328247
2004-01-31;100.4193649
2004-02-29;88.79695541
2004-03-31;90.26795116
2004-04-30;92.15784854
2004-05-31;115.3012555
2004-06-30;83.76631497
2004-07-31;73.49641372
2004-08-31;95.49720963
2004-09-30;104.7098288
2004-10-31;130.2414374
2004-11-30;87.58476224
2004-12-31;124.7085533
2005-01-31;108.6558116
2005-02-28;89.08405094
2005-03-31;83.07676784
2005-04-30;105.6661361
2005-05-31;87.97793143
2005-06-30;89.32432448
2005-07-31;76.45739447
2005-08-31;79.63436946
2005-09-30;79.7410468
2005-10-31;87.63689234
2005-11-30;79.73137414
2005-12-31;75.22750125
2006-01-31;70.49065229
2006-02-28;61.7892392
2006-03-31;73.39260977
2006-04-30;72.5645019
2006-05-31;90.40781698
2006-06-30;83.88018587
2006-07-31;99.29241225
2006-08-31;69.40856752
2006-09-30;61.32929671
2006-10-31;66.62074715
2006-11-30;49.7041959
2006-12-31;55.45197246
2007-01-31;47.18147611
2007-02-28;67.2838931
2007-03-31;65.00856172
2007-04-30;62.10172339
2007-05-31;65.94273671
2007-06-30;73.27382451
2007-07-31;72.05192824
2007-08-31;85.66967947
2007-09-30;89.88684807
2007-10-31;82.38633019
2007-11-30;88.76863919
2007-12-31;103.0773789
2008-01-31;94.81130931
2008-02-29;95.01790772
2008-03-31;104.949238
2008-04-30;82.04873157
2008-05-31;73.77247371
2008-06-30;86.73100689
2008-07-31;105.6882192
2008-08-31;94.64826385
2008-09-30;116.0831155
2008-10-31;157.6396961
2008-11-30;111.9188064
2008-12-31;110.6515089
2009-01-31;111.6688789
2009-02-28;125.9236703
2009-03-31;108.0834214
2009-04-30;78.86553134
2009-05-31;79.9528888
2009-06-30;74.1310308
2009-07-31;76.37375178
2009-08-31;73.53486491
2009-09-30;81.53310401
2009-10-31;87.78785571
2009-11-30;114.8417524
2009-12-31;139.5095466
2010-01-31;129.4911343
2010-02-28;138.1671738
2010-03-31;111.7549398
2010-04-30;146.23957
2010-05-31;135.7891747
2010-06-30;143.7638185
2010-07-31;106.0097737
2010-08-31;114.9974044
2010-09-30;80.25552871
2010-10-31;89.71778782
2010-11-30;126.464216
2010-12-31;99.05485385
2011-01-31;96.59691277
2011-02-28;79.92306618
2011-03-31;91.19717851
2011-04-30;96.13932136
2011-05-31;93.68829826
2011-06-30;103.8234148
2011-07-31;131.8936622
2011-08-31;145.0592474
2011-09-30;151.8769392
2011-10-31;121.5844871
2011-11-30;188.7045305
2011-12-31;98.70882449
2012-01-31;103.2351222
2012-02-29;129.6861457
2012-03-31;110.1730936
2012-04-30;116.0509012
2012-05-31;182.1072304
2012-06-30;151.8928339
2012-07-31;142.1257115
2012-08-31;100.1385404
2012-09-30;106.6874285
2012-10-31;104.1453064
2012-11-30;135.7901939
2012-12-31;103.0948829
2013-01-31;86.26991876
2013-02-28;100.5472329
2013-03-31;147.1745002
2013-04-30;109.021748
2013-05-31;84.93272384
2013-06-30;102.7372716
2013-07-31;102.7323038
2013-08-31;88.26884481
2013-09-30;82.1285025
2013-10-31;108.3819157
2013-11-30;92.1756908
2013-12-31;64.23255247
2014-01-31;116.1419929
2014-02-28;83.30682001
2014-03-31;84.61095085
2014-04-30;71.23087325
2014-05-31;84.6486211
2014-06-30;93.39375532
2014-07-31;92.95880048
2014-08-31;102.436282
2014-09-30;102.7071298
2014-10-31;126.6362404
2014-11-30;89.25026131
2014-12-31;167.2021894
2015-01-31;163.423032
2015-02-28;168.8331436
2015-03-31;144.8039138
2015-04-30;167.3652652
2015-05-31;140.7592143
2015-06-30;170.3089977
2015-07-31;110.2063308
2015-08-31;121.6232792
2015-09-30;108.8193614
2015-10-31;96.28140198
2015-11-30;75.47580838
2015-12-31;94.48228992
2016-01-31;106.5175932
2016-02-29;122.5198739
2016-03-31;105.3724165
2016-04-30;119.4004716
2016-05-31;139.7266929
2016-06-30;111.1672404
2016-07-31;139.1129929
2016-08-31;98.17246834
2016-09-30;104.6362927
2016-10-31;99.54699016
2016-11-30;117.12648
2016-12-31;155.9398127
2017-01-31;134.5876788
2017-02-28;136.8783645
2017-03-31;147.3978718
2017-04-30;106.6718388
2017-05-31;89.99797498
2017-06-30;101.791609
2017-07-31;70.22531193
2017-08-31;86.47625565
2017-09-30;93.51073385
2017-10-31;85.44595698
2017-11-30;68.65579541
2017-12-31;56.45729871
2018-01-31;77.42102553
2018-02-28;83.76718803
2018-03-31;86.57256108
2018-04-30;93.00212063
2018-05-31;116.7119417
2018-06-30;94.57866319
2018-07-31;76.72701666
2018-08-31;130.1544455
